BU-NEU-EXP;BU-NEU-DAT;BU-NEU-ZEIT;BU-AEN-EXP;BU-AEN-DAT;BU-AEN-ZEIT;BU-UDB;#DUMMY-01;#DUMMY-01;#DUMMY-02;#DUMMY-03;#DUMMY-04;#DUMMY-05;#DUMMY-06;#DUMMY-07;#DUMMY-08;#DUMMY-09;#DUMMY-10;BU-KDNR;BU-NDL;BU-BUERO;BU-NAME;BU-NAME-2;BU-NAME-VERSAND;BU-ORT;BU-STRASSE;BU-POSTFACH;BU-PLZ;BU-PLZ-POSTF;BU-PLZ-GROSS;BU-NAT-KENNZ;BU-GUELTIG-VON;BU-GUELTIG-BI;BU-KOM-TEL-1;BU-KOM-TEL-2;#Z-TELEX-1;#Z-TELEX-2;#Z-TELEX-3;#Z-TELEX-4;BU-KOM-FAX;BU-KOM-BTX;BU-KASSENKONTO;BU-EMPFAENGER;#DUMMY-01;#DUMMY-01;BU-KONTO;#DUMMY-01;BU-E-MAIL;#DUMMY-01;BU-VERKAUFSEINHEIT;BU-DEBITOREN-ZUORDNUNG;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;RBS-ZTAB-CODE;RBS-ZTAB-SAP-KTO;RBS-ZTAB-GUELTIG-VON;RBS-ZTAB-GUELTIG-BIS;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-FA-ENDK-NAME;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-BELARCH-FUSSTEXT;BU-MARK-DEF-TYP;BU-MARK-DEF-ZIEL;BU-MARK-DEF-BEFOERDERART;BU-MARK-DEF-REISEART;BU-MARK-DEF-DAUER;BU-TEILNEHMER-ABGRENZBUCHUNG
41;25.10.2004;10:49:33;9083;03.09.2009;13:21:20;210;2501 90;;;;;;;;;;;2501;1;90;RL AX VW Salzgitter;Reiseland GmbH u. Co. KG;Reiseland American Express;Salzgitter;Industriestr. 2;;38239;;;D;20041101;20691231;05341-225988;;;;;;05341-229542;;101236;z.H. Bueroleitung;;;;;Salzgitter.VW@Reiseland.de;;;;7904;187665;20010801;20291231;7905;187665;20010801;20291231;7931;142077;20010801;20291231;7932;142077;20010801;20291231;9640;110116;20010801;20291231;9641;110116;20010801;20291231;9642;110116;20010801;20291231;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
41;25.10.2004;10:49:33;9083;03.09.2009;13:21:21;210;2501 91;;;;;;;;;;;2501;1;91;RL AX VW Baunatal;Reiseland GmbH u. Co. KG;Reiseland American Express;Baunatal;Fieseler Weg;;34225;;;D;20041101;20691231;0561-4910801;;;;;;0561-4910855;;101237;z.H. Bueroleitung;;;;;Baunatal.VW@Reiseland.de;;;;7904;187675;20010801;20291231;7905;187675;20010801;20291231;7931;142078;20010801;20291231;7932;142078;20010801;20291231;9640;110117;20010801;20291231;9641;110117;20010801;20291231;9642;110117;20010801;20291231;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9083;28.02.2006;17:15:30;9083;02.10.2009;10:19:35;210;2501 92;;;;;;;;;;;2501;1;92;RL Koeln Richmodstr.;;;Koeln;Richmodstr. 10;;50667;;;D;20060301;20691231;;;;;;;;;101370;;;;;;Koeln.Globetrotter@reiseland.de;;;;7904;188321;20060301;20291231;7905;188321;20060301;20291231;9640;110173;20060301;20291231;9641;110173;20060301;20291231;9642;110173;20060301;20291231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9062;03.05.2006;10:09:25;9083;02.10.2009;10:20:02;210;2501 93;;;;;;;;;;;2501;1;93;Reisland im Kaufand Korbach;;;Korbach;Flechtdorfer Str.5;;34497;;;D;20060504;20691231;05631-501575;05631-501723;;;;;;;101371;;;;;;korbach.kaufland@reiseland.de;;;;7904;188322;20060501;20691231;7905;188322;20050501;20691231;9640;110174;20060501;20691231;9641;110174;20060501;20691231;9642;110174;20060501;20691231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9070;23.10.2007;12:10:36;9083;09.12.2010;10:40:31;210;2501 97;;;;;;;;;;;2501;1;97;RL Nordenham;;Reiseland GmbH & Co.KG;Nordenham;Marktpassage 12;;26954;;;D;20080101;20691231;04731-88025;;;;;;04731-88026;;101316;- Bueroleitung -;;;;;Nordenham.Marktpassage@Reiseland.de;;;;7750;165070;20080101;20291231;7904;188075;20080101;20291231;7905;188075;20080101;20291231;9640;110124;20101201;20291231;9641;110124;20080101;20291231;9642;110124;20080101;20291231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9070;23.10.2007;12:10:36;9083;09.12.2010;10:40:45;210;2501 98;;;;;;;;;;;2501;1;98;RL Oldenburg;;Reiseland GmbH & Co.KG;Oldenburg;Heiligengeiststr. 1;;26121;;;D;20080101;20691231;0441-24276;;;;;;0441-24278;;101280;- Bueroleitung -;;;;;Oldenburg.Heiligengeiststrasse@Reiseland.de;;;;7904;188085;20080101;20291231;7905;188085;20080101;20291231;9640;110081;20101201;20291231;9641;110081;20080101;20291231;9642;110081;20080101;20291231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9070;23.10.2007;12:10:36;9083;09.12.2010;10:42:02;210;2501 99;;;;;;;;;;;2501;1;99;RL Schortens;;Reiseland GmbH & Co.KG;Schortens/Heidmuehle;Menkestr. 7;;26419;;;D;20080101;20691231;04461-83910;;;;;;04461-84614;;101281;- Bueroleitung -;;;;;Schortens.Menkestrasse@Reiseland.de;;;;7904;188095;20080101;20291231;7905;188095;20080101;20291231;9640;110082;20101201;20291231;9641;110082;20080101;20291231;9642;110082;20080101;20291231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;11.11.2015;10:43:45;209;6055 1001;;;;;;;;;;;6055;55;1001;FRB Braunschweig Damm;JoR2 20130725 / MI 20151110;TUI Leisure Travel GmbH;Braunschweig;Damm 2;;38100;;;D;19980101;20691231;0531/1212-321;;;;;;0531/1212-333;;191001;;;;1001;;Braunschweig1@first-reisebuero.de;;1001;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;09.10.2015;12:22:19;209;6055 1002;;;;;;;;;;;6055;55;1002;TRC Braunschweig Schlossarkade;JoR2 20111025 / MI 20151008;TUI Leisure Travel GmbH;Braunschweig;Platz am Ritterbrunnen 1;;38100;;;D;19980101;20691231;0531/1212-524;;;;;;0531/1212-555;;191002;;;;1002;;Braunschweig3@tui-reisecenter.de;;1002;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;09.10.2015;12:31:59;209;6055 1005;;;;;;;;;;;6055;55;1005;FRB Celle Runde Str;JoR2 20111025 / MI 20151008;TUI Leisure Travel GmbH;Celle;Runde Str. 11;;29221;;;D;19980101;20691231;05141-750911;;;;;;05141-750990;;191005;;;;1005;;Celle1@first-reisebuero.de;;1005;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;15.07.2015;11:12:05;209;6055 1007;;;;;;;;;;;6055;55;1007;TRC Helmstedt;JoR2 20120315 / MI 20150714;TUI Leisure Travel GmbH;Helmstedt;Neumaerker Str. 4;;38350;;;D;19980101;20691231;05351/7092;;;;;;05351/42969;;191007;;;;1007;;Helmstedt1@tui-reisecenter.de;;1007;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;17.04.2015;11:24:10;209;6055 1008;;;;;;;;;;;6055;55;1008;FRB Lehrte;JoR2 20111129 / MI 50150416;TUI Leisure Travel GmbH;Lehrte;Friedrichstr. 1;;31275;;;D;19980101;20691231;05132/2051;;;;;;05132/57706;;191008;;;;1008;;Lehrte1@first-reisebuero.de;;1008;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;09.10.2015;12:32:15;209;6055 1009;;;;;;;;;;;6055;55;1009;FRB Salzgitter;JoR2 20110908 / MI 20151008;TUI Leisure Travel GmbH;Salzgitter;In den Blumentriften 45;;38226;;;D;19980101;20691231;05341/848920;;;;;;05341/8489222;;191009;;;;1009;;Salzgitter3@tui-reisecenter.de;;1009;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;30.10.2015;10:39:31;209;6055 1010;;;;;;;;;;;6055;55;1010;TUI Hildesheim Angoulemeplatz;JoR2 20120503 / MI 20151029;TUI Leisure Travel GmbH;Hildesheim;Almsstraﬂe 28;;31134;;;D;19980101;20691231;05121/1697-0;;;;;;05121/169777;;191010;;;;1010;;Hildesheim1@tui-reisebuero.de;;1010;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;28.10.2015;10:57:36;209;6055 1011;;;;;;;;;;;6055;55;1011;TRC Hildesheim Hoher Weg;JoR2 20111129 / MI 20151027;TUI Leisure Travel GmbH;Hildesheim;Hoher Weg 22;;31134;;;D;19980101;20691231;05121/1781-0;;;;;;05121/178110;;191011;;;;1011;;Hildesheim1@tui-reisecenter.de;;1011;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;23.10.2015;13:01:33;209;6055 1013;;;;;;;;;;;6055;55;1013;TUI Peine Winkel;JoR2 20120529 / MI 20151022;TUI Leisure Travel GmbH;Peine;Breite Str. 28;;31224;;;D;19980101;20691231;05171/99060;;;;;;05171/18210;;191013;;;;1013;;Peine2@tui-reisebuero.de;;1013;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;30.10.2015;10:40:02;209;6055 1014;;;;;;;;;;;6055;55;1014;FRB Alfeld;JoR2 20111122 / MI 20151029;TUI Leisure Travel GmbH;Alfeld;Leinstr. 32;;31061;;;D;19980101;20691231;05181/5051;;;;;;05181/82172;;191014;;;;1014;;Alfeld1@first-reisebuero.de;;1014;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;11.11.2015;10:44:19;209;6055 1015;;;;;;;;;;;6055;55;1015;TRC Gronau;JoR2 20111122 / MI 20151110;TUI Leisure Travel GmbH;Gronau;Hauptstr. 2;;31028;;;D;19980101;20691231;05182-2041;;;;;;05182-51299;;191015;;;;1015;;Gronau1@tui-reisecenter.de;;1015;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;24.10.2016;10:52:52;209;6055 1016;;;;;;;;;;;6055;55;1016;TUI Hannover Kroepckepassage;JoR2 20111124 / MI 20151022;TUI Leisure Travel GmbH;Hannover;Karmarschstr. 30-32;;30159;;;D;19980101;20691231;0511-3020256;;;;;;0511-3020260;;191016;;;;1016;;Hannover14@tui-reisebuero.de;;1016;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;06.05.2015;09:36:01;209;6055 1018;;;;;;;;;;;6055;55;1018;TUI Hannover Lister Meile;JoR2 20111025 / MI 20150505;TUI Leisure Travel GmbH;Hannover;Lister Meile 78;;30161;;;D;19980101;20691231;0511-9657171;;;;;;0511-9657135;;191018;;;;1018;;Hannover7@tui-reisebuero.de;;1018;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;15.07.2015;11:26:20;209;6055 1020;;;;;;;;;;;6055;55;1020;TRC Hannover Hildesheimerstr.;JoR2 20111206 / MI 20150714;TUI Leisure Travel GmbH;Hannover;Hildesheimer Str. 64;;30625;;;D;19980101;20691231;0511-9896161;;;;;;0511-9896189;;191020;;;;1020;;Hannover6@tui-reisecenter.de;;1020;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;28.10.2015;10:58:52;209;6055 1021;;;;;;;;;;;6055;55;1021;TRC Hannover Falkenstr;JoR2 20110906 / MI 20151027;TUI Leisure Travel GmbH;Hannover;Falkenstr. 4-6;;30449;;;D;19980101;20691231;0511/9298181;;;;;;0511/9298113;;191021;;;;1021;;Hannover8@tui-reisecenter.de;;1021;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;15.04.2015;10:36:54;209;6055 1022;;;;;;;;;;;6055;55;1022;TRC Hannover Brabeckstr. 4;JoR2 20111027 / MI 20150414;TUI Leisure Travel GmbH;Hannover;Brabeckstr. 4;;30559;;;D;19980101;20691231;0511-9543131;;;;;;0511-9543141;;191022;;;;1022;;Hannover10@tui-reisecenter.de;;1022;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;09.10.2015;12:36:33;209;6055 1024;;;;;;;;;;;6055;55;1024;TRC Hannover Waldstr;JoR2 20111129 / MI 20151008;TUI Leisure Travel GmbH;Hannover;Waldstr. 12;;30629;;;D;19980101;20691231;0511-585945-0;;;;;;0511-585945-22;;191024;;;;1024;;Hannover11@tui-reisecenter.de;;1024;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;23.10.2015;13:02:00;209;6055 1027;;;;;;;;;;;6055;55;1027;TRC Stadthagen;JOR2 20111101 / MI 20151022;TUI Leisure Travel GmbH;Stadthagen;Echternstr. 41;;31655;;;D;19980101;20691231;05721-76044;;;;;;05721-72586;;191027;;;;1027;;Stadthagen1@tui-reisecenter.de;;1027;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;27.03.2015;10:28:44;209;6055 1028;;;;;;;;;;;6055;55;1028;TRC Garbsen;JoR2 20111206 / MI 20150316;TUI Leisure Travel GmbH;Garbsen;Havelser Str. 1 Shopping Plaza;;30823;;;D;19980101;20691231;05131-491414;;;;;;05131-476252;;191028;;;;1028;;Garbsen2@tui-reisecenter.de;;1028;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;22.04.2015;12:15:21;209;6055 1030;;;;;;;;;;;6055;55;1030;TRC Leipzig;JoR2 20111122 / MI 20150421;TUI Leisure Travel GmbH;Leipzig;Schuhmachergaeﬂchen 2/Specks.H;;4109;;;D;19980101;20691231;0341-9603983;;;;;;0341-9603988;;191030;;;;1030;;Leipzig1@tui-reisecenter.de;;1030;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;17.04.2015;11:35:28;209;6055 1033;;;;;;;;;;;6055;55;1033;TRC Berlin Tempelhofer Damm;JOR2 20111101 / MI 20150416;TUI Leisure Travel GmbH;Berlin;Tempelhofer Damm 197;;12099;;;D;19980101;20691231;030/7544850;;;;;;030/75448522;;191033;;;;1033;;Berlin24@tui-reisecenter.de;;1033;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;15.04.2015;10:58:59;209;6055 1034;;;;;;;;;;;6055;55;1034;TRC Berlin Bahnhofstr;JOR2 20111101/ MI 20150414;TUI Leisure Travel GmbH;Berlin;Bahnhofstr. 11;;12305;;;D;19980101;20691231;030-7648800;;;;;;030-76488011;;191034;;;;1034;;Berlin22@tui-reisecenter.de;;1034;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;26.02.2015;11:51:20;209;6055 1037;;;;;;;;;;;6055;55;1037;FRB Berlin Am Borsigturm 2;JOR2 20111101;TUI Leisure Travel GmbH;Berlin;Am Borsigturm 2;;13507;;;D;19980101;20150220;030-4332071;;;;;;030-43402646;;191037;;;;1037;;Berlin1@first-reisebuero.de;;1037;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;17.06.2015;11:54:01;209;6055 1038;;;;;;;;;;;6055;55;1038;FRB Bad Oeynhausen;JoR2 20121122 / MI 20150616;TUI Leisure Travel GmbH;Bad Oeynhausen;Herforder Str. 47;;32545;;;D;19980101;20691231;05731/176113;;;;;;05731/176118;;191038;;;;1038;;BadOeynhausen1@first-reisebuero.de;;1038;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;19.06.2015;10:49:10;209;6055 1040;;;;;;;;;;;6055;55;1040;FRB Bielefeld Niedernstr;JOR2 20111103 / MI 20150618;TUI Leisure Travel GmbH;Bielefeld;Niedernstr. 21;;33602;;;D;19980101;20691231;0521-560660;;;;;;0521-5606622;;191040;;;;1040;;Bielefeld2@first-reisebuero.de;;1040;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;07.04.2015;12:22:29;209;6055 1041;;;;;;;;;;;6055;55;1041;TUI Minden;JOR2 20111206 / MI 20150317;TUI Leisure Travel GmbH;Minden;Obermarktstr. 2;;32423;;;D;19980101;20691231;0571-828570;;;;;;0571-8285722;;191041;;;;1041;;Minden1@tui-reisebuero.de;;1041;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;30.10.2015;10:40:20;209;6055 1042;;;;;;;;;;;6055;55;1042;FRB Paderborn Schildern;JoR2 20120726 / MI 20151029;TUI Leisure Travel GmbH;Paderborn;Schildern 10;;33098;;;D;19980101;20691231;05251-105858;;;;;;05251-105820;;191042;;;;1042;;Paderborn1@first-reisebuero.de;;1042;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;24.06.2015;12:16:20;209;6055 1046;;;;;;;;;;;6055;55;1046;TRC Koeln Ebertplatz;JoR2 20120724 / MI 20150623;TUI Leisure Travel GmbH;Koeln;Neusser Str. 11;;50670;;;D;19980101;20691231;0221/9164941;;;;;;0221/9164946;;191046;;;;1046;;Koeln11@tui-reisecenter.de;;1046;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;03.06.2015;18:09:49;209;6055 1048;;;;;;;;;;;6055;55;1048;TRC Koeln-Lindenthal;JoR2 20120726 / MI 20150602;TUI Leisure Travel GmbH;Koeln;Duerener Str. 177-179;;50931;;;D;19980101;20691231;0221/460093;;;;;;0221/4600949;;191048;;;;1048;;Koeln6@tui-reisecenter.de;;1048;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;30.04.2015;11:25:06;209;6055 1049;;;;;;;;;;;6055;55;1049;FRB BN Maximilianstr;JoR2 20120628 / MI 20150429;TUI Leisure Travel GmbH;Bonn;Maximilianstr. 16;;53111;;;D;20001001;20691231;0228/7259020;;;;;;0228/690986;;191049;;;;1049;;Bonn1@first-reisebuero.de;;1049;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;26.06.2015;12:20:19;209;6055 1052;;;;;;;;;;;6055;55;1052;TRC Duesseldorf Luegallee;JoR2 20120703 / MI 20150625;TUI Leisure Travel GmbH;Duesseldorf;Luegallee 7;;40545;;;D;19980101;20691231;0211/589071;;;;;;0211/551997;;191052;;;;1052;;Duesseldorf5@tui-reisecenter.de;;1052;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;30.04.2015;11:27:25;209;6055 1054;;;;;;;;;;;6055;55;1054;TUI Duesseldorf GAS;JoR2 20121204 / MI 20150429;TUI Leisure Travel GmbH;Duesseldorf;Graf-Adolf-Strasse 16;;40213;;;D;19980101;20691231;0211/3893320;;;;;;0211/3840660;;191054;;;;1054;;Duesseldorf3@tui-reisebuero.de;;1054;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;03.06.2015;18:10:10;209;6055 1055;;;;;;;;;;;6055;55;1055;TRC Kaiserswerth;JoR2 20120612 / MI 20150602;TUI Leisure Travel GmbH;Duesseldorf;Klemensplatz 2;;40489;;;D;19980101;20691231;0211/436199-0;;;;;;0211/43619920;;191055;;;;1055;;Duesseldorf7@tui-reisecenter.de;;1055;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;03.06.2015;18:10:26;209;6055 1057;;;;;;;;;;;6055;55;1057;TUI Duesseldorf Oberkassel;JoR2 20120531 / MI 20150602;TUI Leisure Travel GmbH;Duesseldorf;Quirinstr. 1a/Belsenplatz;;40545;;;D;19980101;20691231;0211/55995-0;;;;;;0211/553045;;191057;;;;1057;;Duesseldorf6@tui-reisebuero.de;;1057;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
9001;09.12.2002;18:05:50;9858;21.05.2015;14:10:50;209;6055 1058;;;;;;;;;;;6055;55;1058;TRC Erkrath;JoR2 20120626 / MI 20150519;TUI Leisure Travel GmbH;Erkrath;Bahnstr. 47;;40699;;;D;19980101;20691231;0211/2099630;;;;;;0211/20996322;;191058;;;;1058;;Erkrath1@tui-reisecenter.de;;1058;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;0;0;0;
